Phone_Name,Rating,Discount_Price,Discount,Actual_Price,Warranty,Storage,Highlights,Seller_Name,Seller_Rating,Total_Rating,Total_Review,Rating_5Star-1Star,Total_Reviews
samsung galaxy f54 5g stardust silver 256 gb 8 gb ram,4.2,22999,36,35999,1 year manufacturer warranty for device and 6 months manufacturer warranty for in box accessoriesknow more,color,8 gb ram 256 gb rom expandable upto 1 tb 17 02 cm 6 7 inch full hd display 108mp 8mp 2mp 32mp front camera 6000 mah battery octa core processor,truecomretail,42,29150,2572,"16,760
6,815
2,073
903
2,599",All 2572 reviews
