Phone_Name,Rating,Discount_Price,Discount,Actual_Price,Warranty,Storage,Highlights,Seller_Name,Seller_Rating,Total_Rating,Total_Review,Rating_5Star-1Star,Total_Reviews
apple iphone 13 midnight 128 gb,4.6,49900,0,0,brand warranty for 1 yearknow more,storage 128 gb 512 gb,128 gb rom 15 49 cm 6 1 inch super retina xdr display 12mp 12mp 12mp front camera a15 bionic chip processor,ngivr retails,44,285346,13737,"2,29,924
34,570
7,334
3,264
10,254",All 13737 reviews
