Phone_Name,Rating,Discount_Price,Discount,Actual_Price,Warranty,Storage,Highlights,Seller_Name,Seller_Rating,Total_Rating,Total_Review,Rating_5Star-1Star,Total_Reviews
poco x2 phoenix red 256 gb 8 gb ram,4.5,15888,30,22999,brand warranty of 1 year available for mobile and 6 months for accessoriesknow more,ram 6 gb 8 gb,8 gb ram 256 gb rom expandable upto 512 gb 16 94 cm 6 67 inch full hd display 64mp 8mp 2mp 2mp 20mp 2mp dual front camera 4500 mah lithium ion polymer battery qualcomm snapdragon 730g processor,trust you,4,61003,6954,"42,465
11,521
3,023
1,102
2,892",All 6954 reviews
