Phone_Name,Rating,Discount_Price,Discount,Actual_Price,Warranty,Storage,Highlights,Seller_Name,Seller_Rating,Total_Rating,Total_Review,Rating_5Star-1Star,Total_Reviews
apple iphone se red 64 gb includes earpods power adapter,4.5,39900,0,0,brand warranty for 1 yearknow more,storage 64 gb 128 gb 256 gb,64 gb rom 11 94 cm 4 7 inch retina hd display 12mp rear camera 7mp front camera a13 bionic chip with 3rd gen neural engine processor water and dust resistant 1 meter for upto 30 minutes ip67 fast charge capable wireless charging works with qi chargers qi chargers are sold separately,supercomnet,39,154647,12027,"1,13,301
25,848
6,577
2,396
6,525",All 12027 reviews
