Phone_Name,Rating,Discount_Price,Discount,Actual_Price,Warranty,Storage,Highlights,Seller_Name,Seller_Rating,Total_Rating,Total_Review,Rating_5Star-1Star,Total_Reviews
apple iphone 12 blue 64 gb,4.6,37999,23,49900,brand warranty for 1 yearknow more,storage 64 gb 128 gb 256 gb,64 gb rom 15 49 cm 6 1 inch super retina xdr display 12mp 12mp 12mp front camera a14 bionic chip with next generation neural engine processor ceramic shield industry leading ip68 water resistance all screen oled display 12mp truedepth front camera with night mode 4k dolby vision hdr recording,akshnav online,39,210728,13893,"1,66,840
27,663
6,311
2,426
7,488",All 13893 reviews
