Phone_Name,Rating,Discount_Price,Discount,Actual_Price,Warranty,Storage,Highlights,Seller_Name,Seller_Rating,Total_Rating,Total_Review,Rating_5Star-1Star,Total_Reviews
oneplus nord ce 2 lite 5g blue tide 128 gb 6 gb ram,4.4,16790,16,19999,12 monthsknow more,color,6 gb ram 128 gb rom 16 74 cm 6 59 inch display 64mp rear camera 16mp front camera 5000 mah battery,mobilecommerce,4,161986,10808,"1,03,848
34,702
10,421
4,153
8,862",All 10808 reviews
