Phone_Name,Rating,Discount_Price,Discount,Actual_Price,Warranty,Storage,Highlights,Seller_Name,Seller_Rating,Total_Rating,Total_Review,Rating_5Star-1Star,Total_Reviews
samsung galaxy s23 5g cream 128 gb 8 gb ram,4.5,47999,46,89999,1 year manufacturer warranty for device and 6 months manufacturer warranty for in box accessoriesknow more,storage 128 gb 256 gb,8 gb ram 128 gb rom 15 49 cm 6 1 inch full hd display 50mp 10mp 12mp 12mp front camera 3900 mah lithium ion battery qualcomm snapdragon 8 gen 2 processor,mythangloryretail,42,14060,1278,"10,510
2,250
407
178
715",All 1278 reviews
