Phone_Name,Rating,Discount_Price,Discount,Actual_Price,Warranty,Storage,Highlights,Seller_Name,Seller_Rating,Total_Rating,Total_Review,Rating_5Star-1Star,Total_Reviews
samsung galaxy f15 5g groovy violet 128 gb 6 gb ram,4.2,14499,14,16999,1 year manufacturer warranty for device and 6 months manufacturer warranty for in box accessoriesknow more,ram 4 gb 6 gb 8 gb,6 gb ram 128 gb rom expandable upto 1 tb 16 51 cm 6 5 inch full hd display 50mp 5mp 2mp 13mp front camera 6000 mah lithium ion battery mediatek dimensity 6100 processor,btpld,42,22261,1828,"12,763
5,342
1,646
715
1,795",All 1828 reviews
