Phone_Name,Rating,Discount_Price,Discount,Actual_Price,Warranty,Storage,Highlights,Seller_Name,Seller_Rating,Total_Rating,Total_Review,Rating_5Star-1Star,Total_Reviews
poco x4 pro 5g laser blue 128 gb 6 gb ram,4.2,18990,20,23999,one year for handset 6 months for accessoriesknow more,,6 gb ram 128 gb rom expandable upto 1 tb 16 94 cm 6 67 inch full hd super amoled display 64mp 8mp 2mp 16mp front camera 5000 mah lithium ion polymer battery qualcomm snapdragon 695 5g processor,mobilecommerce,4,92680,8745,"52,558
22,155
7,448
2,917
7,602",All 8745 reviews
